0	94
1	94
2	94
3	92
4	93
5	93
6	94
7	94
8	94
9	94
10	94
11	94
12	94
13	94
14	94
15	95
16	94
17	94
18	94
19	94
20	94
21	94
22	94
23	94
24	94
25	94
26	94
27	94
28	94
29	94
30	94
31	94
32	94
33	93
34	93
35	93
36	93
37	93
38	92
39	92
40	92
41	92
42	92
43	92
44	92
45	95
46	95
47	92
48	92
49	92
50	92
51	92
52	92
53	91
54	89
55	91
56	91
57	91
58	91
59	91
60	90
61	90
62	90
63	90
64	90
65	90
66	90
67	91
68	90
69	90
70	91
71	91
72	91
73	91
74	91
75	91
76	91
77	91
78	91
79	91
80	91
81	91
82	91
83	91
84	91
85	91
86	91
87	91
88	91
89	91
90	91
91	92
92	92
93	92
94	92
95	92
96	93
97	93
98	93
99	93
100	93
101	93
102	93
103	93
104	90
105	92
106	92
107	92
108	92
109	92
110	92
111	92
112	92
113	92
114	92
115	92
116	92
117	92
118	92
119	92
120	92
121	92
122	92
123	92
124	92
125	92
126	92
127	91
128	91
129	91
130	91
131	91
132	91
133	91
134	91
135	91
136	91
137	91
138	91
139	91
140	91
141	91
142	91
143	91
144	91
145	91
146	91
147	91
148	91
149	91
150	91
151	91
152	92
153	92
154	92
155	92
156	92
157	92
158	92
159	92
160	92
161	92
162	92
163	92
164	92
165	91
166	91
167	91
168	91
169	91
170	91
171	91
172	91
173	91
174	91
175	91
176	91
177	91
178	91
179	91
180	91
181	91
182	91
183	91
184	91
185	91
186	91
187	91
188	91
189	91
190	91
191	91
192	91
193	91
194	91
195	91
196	91
197	91
198	91
199	93
200	92
201	92
202	92
203	92
204	92
205	91
206	91
207	89
208	90
209	90
210	90
211	90
212	90
213	91
214	91
215	91
216	91
217	91
218	91
219	91
220	91
221	91
222	91
223	91
224	91
225	91
226	91
227	91
228	91
229	91
230	91
231	91
232	91
233	91
234	91
235	91
236	91
237	91
238	91
239	91
240	91
241	91
242	91
243	91
244	91
245	91
246	91
247	91
248	91
249	91
250	91
251	91
252	91
253	91
254	91
255	91
256	91
257	91
258	91
259	91
260	91
261	91
262	91
263	91
264	91
265	91
266	91
267	91
268	91
269	91
270	91
271	91
272	91
273	91
274	91
275	91
276	91
277	91
278	91
279	91
280	91
281	91
282	91
283	91
284	91
285	91
286	91
287	91
288	91
289	91
290	91
291	91
292	91
293	91
294	91
295	91
296	91
297	91
298	91
299	91
300	91
301	91
302	91
303	91
304	91
305	91
306	92
307	92
308	91
309	91
310	91
311	91
312	91
313	91
314	91
315	90
316	91
317	91
318	91
319	91
320	91
321	91
322	91
323	92
324	92
325	92
326	92
327	92
328	92
329	92
330	91
331	92
332	91
333	91
334	91
335	91
336	91
337	91
338	91
339	91
340	92
341	92
342	92
343	92
344	91
345	91
346	91
347	91
348	91
349	91
350	91
351	91
352	91
353	91
354	91
355	91
356	91
357	91
358	92
359	92
360	92
361	92
362	92
363	92
364	92
365	91
366	91
367	91
368	91
369	91
370	91
371	91
372	91
373	91
374	91
375	91
376	91
377	91
378	91
379	91
380	91
381	91
382	91
383	91
384	91
385	91
386	91
387	91
388	91
389	91
390	90
391	90
392	90
393	90
394	90
395	90
396	90
397	89
398	90
399	90
400	89
401	90
402	90
403	90
404	90
405	90
406	90
407	90
408	90
409	90
410	91
411	90
412	91
413	91
414	91
415	91
416	92
417	92
418	92
419	92
420	92
421	92
422	92
423	92
424	88
425	91
426	91
427	91
428	91
429	91
430	91
431	91
432	91
433	91
434	91
435	91
436	90
437	90
438	90
439	90
440	90
441	90
442	90
443	90
444	90
445	90
446	90
447	90
448	90
449	91
450	91
451	91
452	91
453	91
454	91
455	91
456	91
457	91
458	91
459	91
460	91
461	91
462	91
463	91
464	91
465	91
466	91
467	91
468	91
469	91
470	91
471	91
472	91
473	91
474	90
475	90
476	90
477	90
478	90
479	90
480	90
